,name,ratings,no_of_ratings,discount_price,actual_price,brand,size,color,resolution,type
158,Power Guard 60 cm (24 inches) HD Ready Smart LED TV PG24S (Black),3.2,37,7299.0,14990.0,POWER,24.0,BLACK,HD,Smart TV
159,Intex 80 cm (32 inches) HD Ready Smart LED TVLED-SHF3289 (Black),3.8,19,10499.0,23999.0,INTEX,32.0,BLACK,HD,Smart TV
160,SANSUI 165 cm (65 inches) 4K Ultra HD Smart QLED Google TV JSW65GSQLED (Black),3.9,18,56990.0,79990.0,SANSUI,65.0,BLACK,4K,Smart TV
161,Sony Bravia 139 cm (55 inches) XR Series 4K Ultra HD Smart Full Array LED Google TV XR-55X90K (Black),4.8,679,104490.0,169900.0,SONY,55.0,BLACK,4K,Smart TV
162,Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X80K (Black),4.8,498,96890.0,164900.0,SONY,65.0,BLACK,4K,Smart TV
163,AmazonBasics 108 cm (43 inches) 4K Ultra HD Smart LED Fire TV AB43U20PS (Black),3.9,3664,23499.0,50000.0,Generic,43.0,BLACK,4K,Smart TV
164,"Samsung 32-inch(80.1cm) M5 FHD Smart Monitor, Speakers, Remote, 1 Billion Color, Smart TV apps, Samsung TV Plus, Office 36...",4.2,2360,,,SAMSUNG,32.0,,HD,Smart TV
165,Kodak 108 cm (43 inches) 4K Ultra HD Smart LED TV 43CA2022 (Black),4.4,1834,20999.0,26999.0,KODAK,43.0,BLACK,4K,Smart TV
166,Foxsky 101.6 cm (40 inches) Full HD Smart LED TV 40FS (Black),3.3,587,15999.0,40999.0,FOXSKY,40.0,BLACK,FULL HD,Smart TV
167,LG 81.28 cm (32 Inches) Full HD Smart LED TV 32LQ6360PSA (Black) (2022 Model),5.0,5,22490.0,31490.0,LG,32.0,BLACK,FULL HD,Smart TV
168,Power Guard 80 cm (32 inches) Frameless HD Ready LED TV PG32N (Black),4.1,60,7499.0,19990.0,POWER,32.0,BLACK,HD,LED TV
169,Westinghouse 126 cm (50 inches) 4K Ultra HD Certified Android LED TV WH50UD82 (Black),4.3,2285,24999.0,42999.0,WESTINGHOUSE,50.0,BLACK,4K,Android TV
170,Sansui 109cm (43 inches) Full HD Certified Android LED TV JSW43ASFHD (Midnight Black) With Voice Search Smart Remote,4.0,50,22490.0,37290.0,SANSUI,43.0,BLACK,FULL HD,Android TV
171,TOSHIBA 189 cm (75 inches) Bezelless Series 4K Ultra HD Smart LED Google TV 75C350LP (Silver),4.2,1147,89999.0,114990.0,TOSHIBA,75.0,SILVER,4K,Smart TV
172,Samsung 80 cm (32 Inches) HD Ready LED TV UA32T4010ARXXL (Black),4.3,2175,13490.0,16900.0,SAMSUNG,32.0,BLACK,HD,LED TV
173,Kodak 164 cm (65 inches) 4K Ultra HD Smart LED TV 65CA0101 (Black),4.4,1834,47999.0,70499.0,KODAK,65.0,BLACK,4K,Smart TV
174,VW 80 cm (32 inches) Premium Frameless Series HD Ready LED TV VW32AFL (Black),4.3,301,7499.0,13499.0,VW,32.0,BLACK,HD,LED TV
175,Kevin 80 cm (32 Inches) HD Ready LED Smart TV K32CV338H (Black) (2021 Model),4.2,5597,8999.0,19000.0,KEVIN,32.0,BLACK,HD,Smart TV
176,Acer 178 cm (70 inches) XL Series 4K Ultra HD Android Smart LED TV AR70AR2851UD (Black),4.4,23,59999.0,99990.0,ACER,70.0,BLACK,4K,Smart TV
177,Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X75K (Black) (2022 Model) | with Alexa Compatibility,4.7,1624,93990.0,139900.0,SONY,65.0,BLACK,4K,Smart TV
178,Mi 138.8 cm (55 inches) Q1 Series 4K Ultra HD Smart QLED TV | L55M6-EQG (Metallic Grey),4.3,446,,59999.0,MI,55.0,GRAY,4K,Smart TV
179,coocaa 80 cm (32 inches) Frameless Series HD Ready Smart IPS Google LED TV 32Z72 (Black),4.2,80,11499.0,27990.0,COOCAA,32.0,BLACK,HD,Smart TV
181,Sony Bravia 126 cm (50 inches) 4K Ultra HD Smart LED Google TV KD-50X80K (Black),4.8,498,74090.0,114900.0,SONY,50.0,BLACK,4K,Smart TV
182,Huidi 80 cm (32 Inches) HD Ready LED TV HD32D1M19 (Black) (2021 Model),3.8,662,6899.0,16599.0,HUIDI,32.0,BLACK,HD,LED TV
183,iFFALCON 126 cm (50 inches) 4K Ultra HD Smart LED Google TV iFF50U62 (Black),4.2,2033,27999.0,60990.0,IFFALCON,50.0,BLACK,4K,Smart TV
184,Sony Bravia 164 cm (65 inches) XR Series 4K Ultra HD Smart Full Array LED Google TV XR-65X90K (Black),4.8,679,142490.0,229900.0,SONY,65.0,BLACK,4K,Smart TV
185,TCL 108 cm (43 inches) 4K Ultra HD Smart QLED Google TV 43C635 (Black),4.2,58,30990.0,59990.0,TCL,43.0,BLACK,4K,Smart TV
186,Westinghouse 139 cm (55 inches) 4K Ultra HD Smart Certified Android LED TV WH55UD45 (Black),4.3,2285,27999.0,44999.0,WESTINGHOUSE,55.0,BLACK,4K,Smart TV
187,coocaa 100 cm (40 inches) Frameless Series Full HD Smart IPS LED TV 40S3U Pro (Black),4.0,327,14999.0,39999.0,COOCAA,40.0,BLACK,FULL HD,Smart TV
188,Kevin 80 cm (32 inches) Frameless Series HD Ready Android Smart LED TV KN32A1 (Black),4.2,162,8499.0,16999.0,KEVIN,32.0,BLACK,HD,Smart TV
189,LG 139 cm (55 inches) 4K Ultra HD Smart NanoCell TV 55NANO73SQA (Ashed Blue),4.9,15,58990.0,94990.0,LG,55.0,BLUE,4K,Smart TV
190,Samsung 80 cm (32 inches) HD Ready Smart LED TV UA32T4350AKXXL (Glossy Black),4.1,126,16450.0,22900.0,SAMSUNG,32.0,BLACK,HD,Smart TV
191,Samsung 125 cm (50 inches) Crystal 4K Series Ultra HD Smart LED TV UA50AUE60AKLXL (Black),4.3,7879,43990.0,68400.0,SAMSUNG,50.0,BLACK,4K,Smart TV
192,Power Guard 60 cm (24 inches) HD Ready Smart LED TV PG24S1 (Black),3.7,61,7999.0,16990.0,POWER,24.0,BLACK,HD,Smart TV
193,Power Guard 80 cm (32 inches) Frameless HD Ready Smart LED Google TV PG32GTV (Black),5.0,1,10499.0,34990.0,POWER,32.0,BLACK,HD,Smart TV
194,Sony Bravia 189 cm (75 inches) 4K Ultra HD Smart LED Google TV KD-75X80K (Black),4.8,498,151990.0,269900.0,SONY,75.0,BLACK,4K,Smart TV
195,Mi 189.34cm (75 inches) Q1 Series 4K Ultra HD Smart QLED TV L75M6-ESG (Metallic Grey),4.3,446,139999.0,199999.0,MI,75.0,GRAY,4K,Smart TV
196,SANSUI 109 cm (43 inches) 4K Ultra HD Certified Android LED TV JSW43ASUHD (Mystique Black) with Dolby Audio and DTS,3.6,51,24499.0,38990.0,SANSUI,43.0,BLACK,4K,Android TV
197,Sony Bravia 108 cm (43 inches) Full HD Smart LED Google TV KD-43W880K (Black) (2022 Model) | with Alexa Compatibility,4.8,38,40840.0,64900.0,SONY,43.0,BLACK,FULL HD,Smart TV
198,Samsung 163 cm (65 inches) Crystal 4K Series Ultra HD Smart LED TV UA65AUE60AKLXL (Black),4.3,7879,69990.0,116900.0,SAMSUNG,65.0,BLACK,4K,Smart TV
199,LG 121 cm (48 inches) 4K Ultra HD Smart OLED TV 48A2PSA (Rocky Black),4.5,127,75990.0,109990.0,LG,48.0,BLACK,4K,Smart TV
200,"Samsung 32-Inch(80Cm) 3840 X 2160 Pixels M8 4K UHD Smart Monitor, Wireless Webcam, Type-C, Smart TV apps, TV Plus, Office ...",4.2,2360,,,SAMSUNG,32.0,,4K,Smart TV
201,Samsung 108 cm (43 inches) The Frame Series 4K Smart QLED TV QA43LS03BAKLXL (Black),4.1,844,56990.0,91900.0,SAMSUNG,43.0,BLACK,4K,Smart TV
202,TCL 109 cm (43 inches) Full HD Smart Certified Android LED TV 43S5200 ( Black),4.0,37,21890.0,47990.0,TCL,43.0,BLACK,FULL HD,Smart TV
203,Samsung The Serif Series 138 cm (55 inches) 4K Ultra HD Smart QLED TV QA55LS01TAKXXL (Cloud White),4.5,342,66999.0,163900.0,SAMSUNG,55.0,WHITE,4K,Smart TV
204,NVY 80 cm (32 inch) HD Ready LED TV | NVA32BFR1 (Black) (2022 Model),4.0,34,6490.0,19900.0,Generic,32.0,BLACK,HD,LED TV
205,TCL 138.7 cm (55 inches) Bezel-Less Series 4K Ultra HD Smart LED Google TV 55P635 (Black),4.2,2809,38990.0,77990.0,TCL,55.0,BLACK,4K,Smart TV
207,Samsung 80 cm (32 inches) HD Ready Smart LED TV UA32T4310AKXXL (Glossy Black),3.8,40,,,SAMSUNG,32.0,BLACK,HD,Smart TV
208,Vu 80 cm (32 inches) Premium Series HD Ready Smart LED TV 32UA (Black),4.0,1127,,,VU,32.0,BLACK,HD,Smart TV
209,"BPL 81.28 cm (32 inch) HD Ready Android Smart LED TV, 32H-A4301(492166140)",,,13790.0,27000.0,BPL,32.0,,HD,Smart TV
210,Hisense 108 cm (43 inches) Android 11 Series Full HD Smart Certified Android LED TV 43A4G (Black),4.1,435,22999.0,34990.0,HISENSE,43.0,BLACK,FULL HD,Smart TV
211,LG 81.28 cm (32 Inches) HD Ready Smart LED TV 32LQ570BPSA (Black) (2022 Model),3.6,10,16300.0,21990.0,LG,32.0,BLACK,HD,Smart TV
212,Power Guard 80 cm (32 inches) Frameless HD Ready Smart Android LED TV PG32S1 (Black),3.7,61,9499.0,26990.0,POWER,32.0,BLACK,HD,Smart TV
213,Dot One FrameLess 43 Inches (109 cm) (Resolution - 1080p Full HD) Android Smart LED TV 43F.1-FLC9 (Black),3.7,28,14989.0,39990.0,Generic,43.0,BLACK,FULL HD,Smart TV
214,VW 60 cm (24 inches) Premium Frameless Series HD Ready LED TV VW24AFL (Black),4.3,301,5999.0,11499.0,VW,24.0,BLACK,HD,LED TV
215,LG 108 cm (43 inches) 4K Ultra HD Smart NanoCell TV 43NANO73SQA (Ashed Blue),3.3,5,39990.0,61990.0,LG,43.0,BLUE,4K,Smart TV
216,Kodak 139 cm (55 inches) Matrix Series 4K Ultra HD Smart QLED Google TV 55MT5022 (Black),4.4,54,35999.0,59999.0,KODAK,55.0,BLACK,4K,Smart TV
217,Kodak 139 cm (55 inches) 4K Ultra HD Smart Certified Android LED TV 55CAPRO5088 (Black),4.4,578,29999.0,54999.0,KODAK,55.0,BLACK,4K,Smart TV
218,Kodak 126 cm (50 inches) Matrix Series 4K Ultra HD Smart QLED Google TV 50MT5011 (Black),4.4,54,30999.0,49999.0,KODAK,50.0,BLACK,4K,Smart TV
219,SANSUI 178 cm (70 inches) 4K Ultra HD Smart Android LED TV JSW70ASUHDFF (Ebony Black),4.1,29,68990.0,94500.0,SANSUI,70.0,BLACK,4K,Smart TV
221,LG 139 cm (55 Inches) Nanocell Series 4K Ultra HD Smart LED TV 55NANO80SQA (Black) (2022 Model),,,71490.0,100990.0,LG,55.0,BLACK,4K,Smart TV
222,Westinghouse 60 cm (24 inches) Pi Series HD Ready Smart LED TV WH24SP06 (Black),4.3,2285,6999.0,10999.0,WESTINGHOUSE,24.0,BLACK,HD,Smart TV
223,SKYWALL 60.96 cm (24 inches) HD Ready LED TV 24SWN (Black),3.8,213,6666.0,11560.0,SKYWALL,24.0,BLACK,HD,LED TV
224,Onida 139 cm (55 inches) 4K Ultra HD Smart LED Fire TV 55UIF1 (Black),4.3,155,33499.0,63990.0,ONIDA,55.0,BLACK,4K,Smart TV
225,HUIDI 80 cm (32 inches) Frameless HD Ready LED Smart Android TV HD4FSPRO (Black),4.1,33,7999.0,23999.0,HUIDI,32.0,BLACK,HD,Smart TV
226,Onida 127 cm (50 inches) 4K Ultra HD Smart LED Fire TV 50UIF (Black),4.3,155,28990.0,53990.0,ONIDA,50.0,BLACK,4K,Smart TV
227,Karbonn 80 cm (32 Inches) Millennium Series HD Ready LED TV KJW32NSHDF (Phantom Black) with Bezel-Less Design,3.8,144,7990.0,16990.0,Generic,32.0,BLACK,HD,LED TV
228,LG 164 cm (65 Inches) 4K Ultra HD Smart LED TV 65UQ8040PSB (Grey) (2022 Model),5.0,1,84990.0,124990.0,LG,65.0,GRAY,4K,Smart TV
229,HYUNDAI 109 cm (43 inches) Frameless Series 4K Ultra HD Smart LED TV UHDHY43WSR4BYI5 (Black),4.0,30,23500.0,57990.0,HYUNDAI,43.0,BLACK,4K,Smart TV
230,DotOne FrameLess 32 Inch (80 cm) (Resolution 720p) HD Ready LED TV 32N.1-FR01 (Black),3.9,47,6989.0,24990.0,Generic,32.0,BLACK,HD,LED TV
231,Huidi 80 cm (32 Inches) HD Ready Smart LED TV HD32D1M18 (Black) (2021 Model),3.9,333,8499.0,18599.0,HUIDI,32.0,BLACK,HD,Smart TV
232,VU 108 cm (43 inches) Premium Series Full HD Smart LED TV 43GA (Black),4.0,1127,,,VU,43.0,BLACK,FULL HD,Smart TV
233,Kevin 80 cm (32 Inches) HD Ready LED TV K56U912 (Black) (2021 Model),4.2,5520,7499.0,13891.0,KEVIN,32.0,BLACK,HD,LED TV
234,Power Guard 80 cm (32 inches) Frameless HD Ready Smart LED TV PG32FSVC (Black),4.1,58,10499.0,29990.0,POWER,32.0,BLACK,HD,Smart TV
235,Sony Bravia 80 cm (32 inches) HD Ready Smart LED Google TV KD-32W830K (Black) (2022 Model) | with Alexa Compatibility,4.7,412,27490.0,34900.0,SONY,32.0,BLACK,HD,Smart TV
236,Samsung The Serif Series 123 cm (49 Inches) 4K Ultra HD Smart QLED TV QA49LS01TAKXXL (Cloud White),4.5,342,59999.0,129900.0,SAMSUNG,49.0,WHITE,4K,Smart TV
237,Samsung 138 cm (55 inches) The Frame Series 4K Ultra HD Smart QLED TV QA55LS03AAKLXL (Black),4.1,844,75990.0,144900.0,SAMSUNG,55.0,BLACK,4K,Smart TV
238,LG 139 cm (55 inches) 4K Ultra HD Smart OLED TV 55A2PSA (Rocky Black),4.5,127,104990.0,139990.0,LG,55.0,BLACK,4K,Smart TV
239,Power Guard 109 cm (43 inches) Frameless Full HD Smart LED TV PG43FSVC (Black),4.1,58,18999.0,39990.0,POWER,43.0,BLACK,FULL HD,Smart TV
240,Vu 108 cm (43 inches) Full HD UltraAndroid LED TV 43GA (Black) (2019 Model),4.2,4802,22390.0,40000.0,VU,43.0,BLACK,FULL HD,Android TV
241,"Samsung 32-Inch(80Cm) 3840 x 2160 Pixels M7 4K UHD Smart Monitor, Type-C, Smart TV apps, TV Plus, Office 365, Apple Airpla...",4.2,2360,34995.0,57000.0,SAMSUNG,32.0,,4K,Smart TV
242,TRION 32 inches Smart Android Frame Less Full HD LED TV LE32TGS8FLB (Black),5.0,2,9985.0,15900.0,Generic,32.0,BLACK,FULL HD,Smart TV
243,Kodak 164 cm (65 inches) Matrix Series 4K Ultra HD Smart QLED Google TV 65MT5033 (Black),4.4,54,53999.0,84999.0,KODAK,65.0,BLACK,4K,Smart TV
244,"LG 81.28 cm (32 inch) WebOS Smart LED HD TV (32LQ636BPSA, Black)",3.9,25,18990.0,30490.0,LG,32.0,BLACK,HD,Smart TV
245,coocaa 80 cm (32 inches) Frameless Series HD Ready Smart Certified Android IPS LED TV 32S7G (Black),4.1,319,11499.0,27999.0,COOCAA,32.0,BLACK,HD,Smart TV
246,Sony Bravia 164 cm (65 inches) XR Series 4K Ultra HD Smart OLED Google TV XR-65A80K (Black),4.7,439,237490.0,349900.0,SONY,65.0,BLACK,4K,Smart TV
247,Westinghouse 60 cm (24 Inches) HD Ready LED TV WH24PL01 (Black),3.8,212,5999.0,7999.0,WESTINGHOUSE,24.0,BLACK,HD,LED TV
248,Samsung 108 cm (43 inches) Wondertainment Series Full HD Smart LED TV UA43TE50FAKXXL (Black-Hair Line),4.2,8877,28990.0,38900.0,SAMSUNG,43.0,BLACK,FULL HD,Smart TV
249,X Electron 80 cm (32 inch) HD Ready Smart Android 11 LED TV with 2GB RAM & Soundbar 32XE11 (Black),4.3,12,,,Generic,32.0,BLACK,HD,Smart TV
250,Westinghouse 139 cm (55 inches) Quantum Series 4K Ultra HD Smart Certified Android LED TV WH55PU80 (Black),4.3,2285,29499.0,54999.0,WESTINGHOUSE,55.0,BLACK,4K,Smart TV
251,Power Guard 80 cm (32 inches) HD Ready Frameless Smart LED TV PG32S (Black),3.2,37,8999.0,24990.0,POWER,32.0,BLACK,HD,Smart TV
253,coocaa 108 cm (43 inches) Frameless Series 4k Ultra HD Smart Certified Android IPS LED TV 43S6G Pro (Black),4.1,40,22999.0,54990.0,COOCAA,43.0,BLACK,4K,Smart TV
254,Intex 98 cm (40 inches) HD Ready Smart LED TV Smart LED-SH4033 (Black),3.8,19,16999.0,33999.0,INTEX,40.0,BLACK,HD,Smart TV
256,Hisense 139 cm (55 inches) 4K Ultra HD Smart Certified Android QLED TV 55U6G (Metal Gray),4.2,600,44990.0,79990.0,HISENSE,55.0,GRAY,4K,Smart TV
257,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UQ7500PSF (Ceramic Black),4.3,1658,69990.0,119990.0,LG,65.0,BLACK,4K,Smart TV
258,Dylect 80 cm (32 Inches) HD Ready Smart LED TV 32IPS20S (Black) (2020 Model),4.0,55,9999.0,15999.0,Generic,32.0,BLACK,HD,Smart TV
259,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart LED Google TV KD-43X75K (Black) (2022 Model) | with Alexa Compatibility,4.7,1624,47000.0,69900.0,SONY,43.0,BLACK,4K,Smart TV
260,Candes 60 cm (24 Inches) HD Ready LED TV CTPL24EFN (Black) (2021 Model),3.6,74,5740.0,15990.0,CANDES,24.0,BLACK,HD,LED TV
261,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart LED Google TV KD-43X80K (Black),4.8,498,66490.0,99900.0,SONY,43.0,BLACK,4K,Smart TV
262,"Samsung 32-inch(80cm) 3840 x 2160 Pixels M8 4K UHD Smart Monitor, Wireless Webcam, Type-C, Smart TV apps, TV Plus, Office ...",,,,,SAMSUNG,32.0,,4K,Smart TV
263,TCL 126 cm (50 inches) Bezel-Less Series 4K Ultra HD Smart LED Google TV 50P635 (Black),4.2,2809,34990.0,64990.0,TCL,50.0,BLACK,4K,Smart TV
264,Compaq 80 cm (32 inches) HUEQ A Series HD Ready LED TV CQW32HDNS (Black),3.8,86,7349.0,15999.0,COMPAQ,32.0,BLACK,HD,LED TV
265,Sansui 102cm (40 inches) Full HD Certified Android LED TV JSW40ASFHD (Midnight Black) With Voice Search Smart Remote,3.9,161,,,SANSUI,40.0,BLACK,FULL HD,Android TV
266,NVY 60 cm (24 inch) HD Ready LED TV | NVA24BR1 (Black) (2022 Model),4.2,32,5390.0,14990.0,Generic,24.0,BLACK,HD,LED TV
268,OnePlus 138.8 cm (55 inches) Q1 Series 4K Certified Android QLED TV 55Q1IN-1 (Black) (Without Stand),4.2,4480,62899.0,69900.0,ONEPLUS,55.0,BLACK,4K,Android TV
269,TCL 138.7 cm (55 inches) 4K Ultra HD Smart QLED Google TV 55C635 (Black),4.2,58,,,TCL,55.0,BLACK,4K,Smart TV
271,Sony Bravia 139 cm (55 inches) 4K Ultra HD Smart LED Google TV S_KD-55X80K_1 (Black),4.8,498,82990.0,129900.0,SONY,55.0,BLACK,4K,Smart TV
272,NVY 102 cm (40 inch) HD Ready Smart LED TV | NVA40SR1 (Black) (2022 Model) Android TV,4.0,2,12990.0,33900.0,Generic,40.0,BLACK,HD,Smart TV
273,SKYWALL 80 cm (32 inches) HD Ready LED TV 32SWN (Black),3.8,213,8499.0,15810.0,SKYWALL,32.0,BLACK,HD,LED TV
274,DotOne 80 cm (32 Inches) Frameless HD Ready Smart LED TV 32S.1-FLC9 (Black) (2022 Model),3.4,16,8989.0,27990.0,Generic,32.0,BLACK,HD,Smart TV
275,AKAI 80 cm (32 Inches) HD Ready Smart LED TV AKLT32S-FL1Y9M (Black) | with Frameless Design,4.1,35,,,AKAI,32.0,BLACK,HD,Smart TV
276,Samsung 138 cm (55 Inches) Crystal 7 Series 4K Ultra HD Smart LED TV 55AU7600 (Black) (2022 Model),3.9,9,49999.0,70900.0,SAMSUNG,55.0,BLACK,4K,Smart TV
277,Hisense 139 cm (55 inches) 4K Ultra HD Smart Certified Android LED TV 55A73F (Black),4.3,2280,41990.0,69990.0,HISENSE,55.0,BLACK,4K,Smart TV
278,AKAI 108 cm (43 inches) Full HD Smart LED Fire TV AKLT43S-DFS6T (Black) (2020 Model) | Voice Remote with Alexa,3.0,374,19990.0,51990.0,AKAI,43.0,BLACK,FULL HD,Smart TV
279,LG 139 cms (55 inches) Objet Collection LX1 Posé Series 4K Ultra HD Smart OLEDevo TV 55LX1QPSA (Beige),,,149999.0,269990.0,LG,55.0,,4K,Smart TV
280,Beston 126 cm (50 inches) WebOS Series 4K Ultra HD Smart LED TV BS50UW1 (Black),5.0,1,25999.0,54999.0,BESTON,50.0,BLACK,4K,Smart TV
281,OnePlus 138.8 cm (55 inches) With Sliding Soundbar Q1 Series 4K Certified Android QLED TV 55Q1IN Pro (Black),4.2,4480,64899.0,99900.0,ONEPLUS,55.0,BLACK,4K,Android TV
282,Kodak 126 cm (50 inches) 4K Ultra HD Smart Android LED TV 50CAPRO5066 (Black),4.4,578,28999.0,46499.0,KODAK,50.0,BLACK,4K,Smart TV
283,Samsung 138 cm (55 inches) 4K Ultra HD Smart NEO QLED TV QA55QN85BAKLXL (Bright Silver),3.3,8,125190.0,199900.0,SAMSUNG,55.0,SILVER,4K,Smart TV
284,LG 139 cm (55 inches) 4K Ultra HD Smart OLED TV 55G1PTZ (Dark Steel Silver) (OLED55G1PTZ),4.1,23,190000.0,227900.0,LG,55.0,STEEL,4K,Smart TV
285,LG 108 cm (43 Inch) 4K UHD Smart LED TV WebOS Active HDR (43UQ8040PSB_Black),4.1,15,38790.0,59990.0,LG,43.0,BLACK,4K,Smart TV
286,Sony Bravia 139 cm (55 inches) XR Series 4K Ultra HD Smart Full Array LED Google TV S_XR-55X90K_1 (Black),4.8,679,113990.0,169900.0,SONY,55.0,BLACK,4K,Smart TV
287,LG 139 cm (55 Inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Black) (2022 Model),5.0,4,57490.0,71990.0,LG,55.0,BLACK,4K,Smart TV
288,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV KD-43X74 (Black) (2021 Model) | with Alexa Compatibility,4.7,2243,43999.0,69900.0,SONY,43.0,BLACK,4K,Smart TV
289,Karbonn 60 cm (24 Inches) Millennium Series HD Ready LED TV KJW24NSHD (Phantom Black) with 20W Speaker,4.1,132,,,Generic,24.0,BLACK,HD,LED TV
290,Sanyo 126 cm (50 inches) Kaizen Series 4K Ultra HD Certified Android LED TV XT-50UHD4S (Black) (2020 Model),4.2,2131,24999.0,49990.0,Generic,50.0,BLACK,4K,Android TV
291,iMee 102cm (40 inch) Premium Pro Series Smart Android HD LED TV with SRS Surround Sound - BEE 4 Star Rated Energy Efficien...,4.0,2,17999.0,29999.0,IMEE,40.0,,HD,Smart TV
292,Vu 164cm (65inches) Cinema TV Action Series 4K Ultra HD LED Smart Android TV 65LX (Black) (2021 Model) I With 100 watt Fro...,4.4,2092,59990.0,100000.0,VU,65.0,BLACK,4K,Smart TV
293,Intex 80 cm (32 inches) HD Ready LED TV LED-3243 (Black),4.2,22,9490.0,20999.0,INTEX,32.0,BLACK,HD,LED TV
294,LG 139 cm (55 Inches) 4K Ultra HD Smart Nano Cell TV 55NANO80TNA (Ceramic Black),3.9,51,,,LG,55.0,BLACK,4K,Smart TV
295,TCL 163.9 (65 inches) 4K Ultra HD Certified Android Smart QLED TV 65C725 (Black),3.9,96,62490.0,159990.0,TCL,65.0,BLACK,4K,Smart TV
296,Foxsky 139.7 cm (55 inches) 4K Ultra HD Smart LED TV 55FS-VS (Black),3.3,587,26999.0,97990.0,FOXSKY,55.0,BLACK,4K,Smart TV
297,Samsung 80 cm (32 Inches) HD Ready LED TV 32T4050 (Black),4.1,145,13290.0,17400.0,SAMSUNG,32.0,BLACK,HD,LED TV
298,Beston 80 cm (32 inches) HD Ready Smart LED TV BS32HW1 (Black) (2022 Model) | Powered by WebOS,4.2,438,9999.0,21999.0,BESTON,32.0,BLACK,HD,Smart TV
299,MI Xiaomi 138.8 cm (55 inches) 4K Ultra HD Smart Android OLED Vision TV O55M7-Z2IN (Black),4.3,446,99999.0,199999.0,MI,55.0,BLACK,4K,Smart TV
300,Samsung 138 cm (55 inches) 4K Ultra HD Smart QLED TV QA55Q60BAKLXL (Black),2.5,3,88000.0,121900.0,SAMSUNG,55.0,BLACK,4K,Smart TV
301,Foxsky 108 cm (43 inches) Full HD Smart LED TV 43FS-VS (Black),3.3,587,,,FOXSKY,43.0,BLACK,FULL HD,Smart TV
304,Onida 138 cm (55 inches) 4K Ultra HD Smart IPS LED Fire TV 55UIF (Black),4.3,155,36990.0,65990.0,ONIDA,55.0,BLACK,4K,Smart TV
307,Sanyo 108 cm (43 inches) Kaizen Series Full HD Certified Android LED TV XT-43FHD4S (Black) (2020 Model),4.3,1153,19999.0,34990.0,Generic,43.0,BLACK,FULL HD,Android TV
308,Foxsky 127 cm (50 inches) 4K Ultra HD Smart LED TV 50FS-VS (Black),3.3,587,24999.0,82990.0,FOXSKY,50.0,BLACK,4K,Smart TV
309,Samsung 138 cm (55 inches) 4K Ultra HD Smart NEO QLED TV QA55QN90BAKLXL (Titan Black),4.0,18,144990.0,219900.0,SAMSUNG,55.0,BLACK,4K,Smart TV
310,Samsung 125 cm (50 inches) 4K Ultra HD Smart LED TV UA50AU7700KLXL (Titan Gray) (2021 Model),3.9,3,50990.0,69900.0,SAMSUNG,50.0,GRAY,4K,Smart TV
311,Samsung 163 cm (65 inches) The Frame Series 4K Smart QLED TV QA65LS03BAKLXL (Black),4.1,844,130990.0,222900.0,SAMSUNG,65.0,BLACK,4K,Smart TV
312,coocaa 108 cm (43 inches) Frameless Series 4k Ultra HD Smart IPS Google LED TV 43Y72 (Black),4.2,80,24999.0,59999.0,COOCAA,43.0,BLACK,4K,Smart TV
313,Samsung 80 cm (32 Inches) HD Ready Smart LED TV UA32T4600 (Black) (2021 Model),3.2,12,21000.0,26900.0,SAMSUNG,32.0,BLACK,HD,Smart TV
315,Sony Bravia 139 cm (55 inches) XR Series 4K Ultra HD Smart OLED Google TV XR-55A80K (Black),4.7,439,161490.0,249900.0,SONY,55.0,BLACK,4K,Smart TV
316,Samsung 138 cm (55 inches) 4K Ultra HD Smart LED TV UA55BU8000KLXL (Black),,,55990.0,89400.0,SAMSUNG,55.0,BLACK,4K,Smart TV
317,Sony Bravia 139 cm (55 inches) 4K Ultra HD Smart LED Google TV KD-55X75K (Black) (2022 Model) | with Alexa Compatibility,4.7,1624,67990.0,99900.0,SONY,55.0,BLACK,4K,Smart TV
318,coocaa 108 cm (43 inches) Frameless Series Full HD Smart Certified Android IPS LED TV 43S7G (Black),4.1,319,18999.0,35999.0,COOCAA,43.0,BLACK,FULL HD,Smart TV
319,Samsung 80 cm (32 Inches) HD Ready Smart LED TV UA32T4900 (Black) (2021 Model),4.3,7,23990.0,28900.0,SAMSUNG,32.0,BLACK,HD,Smart TV
320,LG C2 106 cm (42 Inches) Evo Gallery Edition 4K Ultra HD Smart OLED TV OLED42C2PSA (Black) (2022 Model) | With Self Lit OL...,4.2,12,91999.0,139990.0,LG,42.0,BLACK,4K,Smart TV
321,coocaa 164 cm (65 inches) Frameless Series 4K Ultra HD Smart IPS Google LED TV 65Y72 (Black),4.2,80,49999.0,99999.0,COOCAA,65.0,BLACK,4K,Smart TV
322,LG 109.2 cm (43 Inches) 4K Ultra HD Smart LED TV 43UM7790PTA (Black) (2021 Model),4.0,61,39900.0,64990.0,LG,43.0,BLACK,4K,Smart TV
